densidade,batch_id,id,timestamp,hour
9915863,9657,2,2021-07-05T16:35:48,164.83666666666667
9985828,9666,2,2021-07-05T17:20:48,165.58666666666667
9995945,9675,2,2021-07-05T18:05:48,166.33666666666667
9980779,9684,2,2021-07-05T18:50:48,167.08666666666667
10026488,9693,2,2021-07-05T19:35:48,167.83666666666667
9980779,9702,2,2021-07-05T20:20:48,168.58666666666667
10011181,9711,2,2021-07-05T21:05:48,169.33666666666667
9960668,9720,2,2021-07-05T21:50:48,170.08666666666667
10026488,9729,2,2021-07-05T22:35:48,170.83666666666667
10016276,9738,2,2021-07-05T23:20:48,171.58666666666667
10006094,9747,2,2021-07-06T00:05:48,172.33666666666667
10021376,9756,2,2021-07-06T00:50:48,173.08666666666667
10006094,9765,2,2021-07-06T01:35:48,173.83666666666667
9975740,9774,2,2021-07-06T02:20:48,174.58666666666667
10021376,9783,2,2021-07-06T03:05:48,175.33666666666667
9960668,9792,2,2021-07-06T03:50:48,176.08666666666667
10016276,9801,2,2021-07-06T04:35:48,176.83666666666667
10031605,9810,2,2021-07-06T05:20:48,177.58666666666667
10036730,9819,2,2021-07-06T06:05:48,178.33666666666667
10098862,9828,2,2021-07-06T06:50:48,179.08666666666667
10199631,9837,2,2021-07-06T07:35:48,179.83666666666667
10303423,9846,2,2021-07-06T08:20:48,180.58666666666667
10439024,9855,2,2021-07-06T09:05:48,181.33666666666667
10473728,9864,2,2021-07-06T09:50:48,182.08666666666667
10567905,9873,2,2021-07-06T10:35:48,182.83666666666667
10801393,9882,2,2021-07-06T11:20:48,183.58666666666667
10871668,9891,2,2021-07-06T12:05:48,184.33666666666667
11042786,9900,2,2021-07-06T12:50:48,185.08666666666667
11158610,9909,2,2021-07-06T13:35:48,185.83666666666667
11342044,9918,2,2021-07-06T14:20:48,186.58666666666667
11444077,9927,2,2021-07-06T15:05:48,187.33666666666667
11616852,9936,2,2021-07-06T15:50:48,188.08666666666667
11820180,9945,2,2021-07-06T16:35:48,188.83666666666667
11852242,9954,2,2021-07-06T17:20:48,189.58666666666667
11270574,9963,2,2021-07-06T18:05:48,190.33666666666667
